game_str,play_id,at_bat,play_per_game,end_time,player_position,event_code,almost_caught,start_time,player_position_hit,inning,game_state,player_id,field_x,field_y,handedness,ball_position_x,ball_position_y,ball_position_z,exit_velocity,launch_angle,field_end_x,field_end_y,actual_distance,max_speed,mean_speed,p1_x,p1_y,p2_x,p2_y,initial_angle,angle_error,straight_line,route_efficiency,max_player_speed,actual_time,league,handedness_encode
1883_001_Vis1AB_Home1A,264,70.0,264,9109565,RF,Fielded,1,9106315,BA,9,000,537.0,119.9517,249.7647,R,85.7793,224.148,5.37834,71.14660632912346,19.28823907897198,75.0846,201.8577,73.31561019354905,18.62304894438232,8.284249739384094,75.9901,195.9406,115.0862,253.0862,333.9078527280106,16.55080668304487,65.63640233445159,0.8952582152856017,18.625452492606332,3.25,Home1A,1
1883_001_Vis4AB_Home4A,21,4.0,21,577802,CF,Fielded,0,572752,BA,1,000,5612.0,-5.6403,316.0569,R,-80.0445,329.592,6.32952,107.0753334230549,32.05333062785424,-83.6832,329.826,85.41425124690996,44.01230464307369,14.726595042570198,-58.7518,346.388,-5.8159,308.5615,231.98023772562152,28.23785374097872,79.24823250533731,0.92781042213028,17.918820220783854,5.05,Home4A,1
1883_001_Vis4AB_Home4A,31,6.0,31,772202,RF,Fielded,1,768352,BA,1,000,4671.0,137.8608,251.433,R,169.5819,199.1838,1.791099,72.6609962694123,18.897158013045388,158.6985,182.0589,86.97358514556456,22.43486652509076,9.05974845266284,168.2555,178.9942,138.9955,256.48310000000004,20.89273958593725,4.424534231668417,72.43600963678217,0.8328506812217599,17.32606527737666,3.85,Home4A,1
1883_001_Vis4AB_Home4A,35,7.0,35,898352,RF,Fielded,0,893352,BA,1,100,4671.0,133.9539,246.4344,R,170.7006,155.3352,5.27502,67.56634957697584,43.9331379108391,172.1592,150.9408,103.95639166426326,49.512227217055205,17.32606527737666,141.9496,242.681,164.1659,162.5362,24.138207865992968,2.4862642102114023,102.85267419493768,0.9893828801514184,17.32606527737666,5.0,Home4A,1
1883_001_Vis4AB_Home4A,47,10.0,47,1298852,CF,Fielded,0,1292502,BA,2,000,624.0,-18.4935,297.4281,L,-58.5354,255.2622,6.6996,91.34320097247716,49.847528247432216,-58.3056,253.6452,67.38103153071476,14.831758493192568,9.62586164724487,-43.3919,299.0921,-43.8584,298.7753,272.217134574602,45.35274611731023,59.177239195656966,0.8782477479389996,18.393649908215824,6.35,Home4A,0
1883_001_Vis4AB_Home4A,74,18.0,74,2333452,CF,Fielded,0,2328302,BA,3,000,624.0,33.5955,298.2447,R,23.16291,216.5868,4.377,79.28339867627136,46.723364959463865,24.0975,209.4021,90.73658393011314,47.996538625022126,15.249846038674155,28.6519,295.436,21.6574,245.4881,339.569059789856,14.334319401603352,89.34886445142996,0.9847060643174308,18.393649908215824,5.15,Home4A,1
1883_001_Vis4AB_Home4A,142,35.0,142,4729752,CF,Fielded,0,4725402,BA,5,000,5612.0,-11.1774,317.4531,L,24.56907,368.061,3.52242,101.66895934286518,22.50659998160568,27.2814,366.9174,66.49519879813101,36.11224601143656,13.038274274139116,-11.6456,313.2364,23.6848,373.8506,251.65160996664557,109.18434723445606,62.656175050269376,0.9422661512823458,17.918820220783854,4.35,Home4A,0
1883_001_Vis4AB_Home4A,188,44.0,188,6076902,LF,Fielded,0,6070302,BA,6,000,3269.0,-114.4305,239.7933,L,-71.7198,191.9043,4.2978,101.04530346144676,57.79612544317756,-69.552,189.5889,70.5599965431017,16.94337534253162,9.59999952967346,-105.4937,245.0582,-78.5051,188.3089,112.58264939470874,70.55467513751566,67.33915311028197,0.9543531237157548,12.343718253510248,6.6,Home4A,0
1883_001_Vis4AB_Home4A,219,52.0,220,7477752,LF,Fielded,0,7473902,BA,7,000,3269.0,-117.1722,239.9844,L,-136.5123,261.474,5.68998,83.25302744907376,23.543653213512556,-145.2804,263.703,46.89171874276611,12.759597799257367,5.359053570601799,-145.8425,273.2636,-116.4172,232.4527,65.60669266308832,164.48526469383617,36.7782937777162,0.7843238585361069,12.343718253510248,3.85,Home4A,0
1883_001_Vis4AB_Home4A,224,54.0,225,7779802,CF,Fielded,0,7774952,BA,8,000,624.0,-18.39,297.7566,L,46.9539,363.294,3.01662,87.66022438298073,26.77106446278488,48.6996,364.0143,95.47132069433816,26.788588988987723,17.845106671838025,-9.7592,293.6665,-8.9666,294.3019,113.69938008043384,20.86447365581813,94.2926149677163,0.9876538240169986,18.393649908215824,4.85,Home4A,0
1883_001_Vis4AB_Home4A,229,55.0,230,7915252,LF,Fielded,0,7908552,BA,8,000,467.0,-97.5384,256.4514,R,-144.6225,183.93,6.57681,103.24857873326268,56.4442120248415,-143.9589,181.9053,92.97403000299758,18.997259275942156,12.31444105999955,-103.9087,258.3734,-145.7603,183.04,316.48175199220736,11.794864137981564,87.81790162296066,0.9445422729350262,17.119025178339896,6.7,Home4A,1
1883_001_Vis4AB_Home4A,253,61.0,254,9007802,CF,Fielded,0,9002602,BA,8,000,5612.0,-15.0906,306.8643,L,-48.3696,264.3864,5.47374,72.3632835873736,43.118688711073794,-49.1817,263.7873,59.519164995271616,15.88045855784254,10.003221007607792,-19.6135,312.9527,-19.9192,312.6035,236.10613562444817,83.26466424871234,54.93478887016859,0.9229764711002376,17.918820220783854,5.2,Home4A,0
1883_002_Vis1AB_Home1A,22,4.0,22,517712,CF,Fielded,0,512462,BA,1,000,,-12.5961,314.958,R,-17.7747,370.656,6.6774,104.60685337015045,30.311170229130397,-16.2636,368.076,56.101233394796814,17.204887793895704,9.12215177151169,-12.0973,307.0,-11.8834,366.755,181.27303002005493,2.6756421829782084,53.24445962022715,0.9490782358657622,12.877761,5.25,Home1A,1
1883_002_Vis1AB_Home1A,54,0.0,54,1533412,RF,Fielded,0,1527562,BA,0,000,,134.3709,231.8226,R,82.4331,279.2604,5.1261,79.12326515078593,45.931309971443184,83.9256,277.9857,73.67118351759423,17.380964415145616,11.601761183873052,106.376,280.3013,134.5025,223.6153,235.9148590894018,8.141654942399356,68.37952978560179,0.9281720005118598,12.877761,5.85,Home1A,1
1883_002_Vis4AB_Home4A,31,7.0,31,906386,CF,Fielded,0,900886,BA,1,100,2175.0,23.7225,308.9652,R,49.0899,229.2876,2.22876,70.3949396219526,50.19375823935775,51.5304,223.7784,100.20690473692396,44.18143868191284,10.603905263166844,49.9766,217.2199,39.7127,249.59679999999997,93.80108768096407,75.65802831779433,89.61065894551828,0.8942563307466258,10.603905263166844,5.5,Home4A,1
1883_002_Vis4AB_Home4A,43,10.0,43,1405886,CF,Fielded,0,1399986,BA,2,000,624.0,23.166,309.2241,L,17.18655,236.0007,-1.897317,80.81998146920084,50.00964924711708,16.3113,229.077,90.97277610087362,45.36160790805065,13.089608072069131,24.5192,316.67,22.2899,272.3549,340.47744198722506,14.155495947570673,80.4396951169011,0.884217219310829,18.393649908215824,5.9,Home4A,0
1883_002_Vis4AB_Home4A,85,21.0,85,2814736,CF,Fielded,1,2811586,BA,3,000,624.0,-10.7028,306.5184,R,23.7783,302.964,0.400725,90.631288166765,12.6033116576518,32.223,292.4163,51.60409818584841,17.928366462215937,6.532164327322571,30.4481,283.2511,-10.5755,314.2079,48.91167190053562,22.53645271359096,45.18288979304002,0.8755678595586949,18.393649908215824,3.15,Home4A,1
1883_002_Vis4AB_Home4A,90,23.0,90,3045936,CF,Fielded,0,3040186,BA,3,000,2175.0,16.1196,307.0428,R,-8.86104,251.7348,0.563841,81.75742939039817,46.61536793237583,-9.441,250.8045,64.66837582095613,23.575881319815977,9.79823876075166,13.3421,312.146,-6.1655,276.7973,138.88490141208555,196.7491064000276,61.77451464196219,0.9552507521295104,10.603905263166844,5.75,Home4A,1
1883_002_Vis4AB_Home4A,149,38.0,149,4994636,RF,Fielded,0,4990786,BA,4,000,4671.0,128.0166,243.3333,R,90.2532,297.8889,-2.02008,77.70431902738652,23.711107436708375,89.4951,297.972,68.60252519653729,38.96601827219378,14.913592434031456,122.342,240.1672,92.8466,284.9038,252.0471587466029,36.17387150173292,66.85277481107272,0.9744943734876848,17.32606527737666,3.85,Home4A,1
1883_002_Vis4AB_Home4A,151,,151,5161236,RF,Fielded,0,5157986,BA,0,000,,128.6634,222.795,R,82.8708,240.2676,6.6702,70.92711415791277,21.093225461762287,76.7949,243.2127,57.52867767051675,22.077146554671668,14.382169417629052,128.4239,215.1382,127.9997,215.5129,240.6309144523611,8.473820480407312,55.7424772102927,0.968951129548742,12.877761,3.25,Home4A,1
1883_002_Vis4AB_Home4A,171,42.0,171,5616836,LF,Fielded,1,5613786,BA,5,000,782.0,-116.0529,269.4666,R,-104.6076,242.9358,-1.054386,85.8509395997258,11.726865923941132,-97.4955,227.8899,60.35557239494473,36.29967768438742,7.591895898735221,-97.7584,215.8957,-115.4273,275.6255,32.39164197091219,7.653165147307902,45.530199622338586,0.7543661308421641,11.783948260527534,3.05,Home4A,1
1883_002_Vis4AB_Home4A,185,45.0,185,6068386,RF,Fielded,0,6065136,BA,5,000,4671.0,128.0838,264.7119,L,92.5167,225.762,-1.254591,67.72429843090345,21.57534332262905,82.4274,216.6906,67.52519100857253,25.402061334048728,15.174200226643922,125.3132,267.9512,125.6264,268.4864,312.963185632429,3.0683289766885764,66.26124142098458,0.9812818065567932,17.32606527737666,3.25,Home4A,0
1883_002_Vis4AB_Home4A,218,53.0,218,7247386,RF,Fielded,0,7242386,BA,6,000,4671.0,121.9281,246.0777,R,59.8836,224.4954,2.820513,74.05394714507521,44.49334506528619,59.1744,227.5635,66.74932305374905,22.43949945957645,11.814039478539357,71.0005,220.1848,118.2632,253.2188,280.12922165403523,6.281341986151062,65.42784166797802,0.9802023252774124,17.32606527737666,5.0,Home4A,1
1883_002_Vis4AB_Home4A,219,54.0,219,7425336,CF,Fielded,0,7419836,BA,7,000,624.0,25.9032,292.6803,R,-11.53704,381.945,-0.991287,98.29385316165263,31.16903394512196,-18.2079,380.4465,104.62880130324127,48.367792300072466,16.348250203624687,19.6625,290.5393,-1.7292999999999998,376.8752,217.9924932033354,11.448239493875178,98.22777105101189,0.9388215274140668,18.393649908215824,5.5,Home4A,1
1883_002_Vis4AB_Home4A,242,58.0,242,8177136,LF,Fielded,1,8173536,BA,7,000,3269.0,-102.5328,278.8701,R,-53.2821,294.4707,2.855781,85.12090709288512,18.96010789604198,-41.7183,292.6152,79.71919472765948,22.2345412364723,8.760351068973398,-46.7797,303.5105,-34.9186,300.9998,85.8417791908796,16.96385839364592,62.348465773104635,0.7821010483874359,12.343718253510248,3.6,Home4A,1
1883_002_Vis4AB_Home4A,253,60.0,253,8540536,RF,Fielded,0,8534036,BA,7,000,4671.0,124.2174,237.4122,R,38.8203,206.9832,-1.981716,86.56602274331138,61.61616496306307,37.9758,202.005,102.3512514825658,31.786675510808024,14.117413997602128,110.1854,247.763,50.6515,190.5463,258.227541351274,33.916522222546064,93.22705284626348,0.9108540588987668,17.32606527737666,6.5,Home4A,1
1883_002_Vis4AB_Home4A,265,63.0,265,9151836,LF,Fielded,0,9146636,BA,7,000,3269.0,-117.9024,245.9043,R,-119.8818,163.3713,3.13794,69.05682605012422,50.0118967079706,-115.7928,146.3325,103.68723332944468,42.60666243738028,12.343718253510248,-120.5939,158.1892,-118.3157,182.1829,334.81997345784987,333.6182801888706,99.59414524659567,0.960524666813666,12.343718253510248,5.2,Home4A,1
1883_002_Vis4AB_Home4A,291,70.0,295,10218886,LF,Ball Deflection,0,10213236,BA,8,000,3269.0,-114.6462,262.2441,R,-34.4535,259.443,0.528996,74.12592626872316,49.852553766485585,-31.9635,250.4301,91.25654232123829,29.33642064098899,8.22131011902765,-101.948,276.4934,-46.2694,245.9563,66.14014225790083,15.619872208932575,83.5224489301529,0.915248888525054,12.343718253510248,5.65,Home4A,1
1883_002_Vis4AB_Home4A,314,76.0,318,13631336,RF,Fielded,0,13627786,BA,9,000,383.0,133.1247,212.9385,R,108.3786,264.3534,6.63585,85.75202102038511,20.625544504049895,110.2461,277.5198,80.7124932508269,22.56728339908983,9.666166856385894,109.6183,283.91,133.6814,204.0478,236.11080057209207,36.43899225247944,68.51404708269682,0.8488654522141762,15.11932622833582,3.55,Home4A,1
1883_002_Vis4AB_Home4A,319,77.0,323,13755486,CF,Fielded,0,13751336,BA,9,000,624.0,-24.3312,289.6704,L,20.61015,331.569,-1.535688,89.50887198415025,22.635010070159513,27.0864,338.1048,72.65110999397254,42.33486818276556,13.971367306535672,-15.9293,285.0082,1.2961,303.5848,81.85120966971476,51.100260458059154,70.63753034414499,0.9722842548449072,18.393649908215824,4.15,Home4A,0
1883_003_Vis1AB_Home1A,22,5.0,22,550098,LF,Fielded,0,544198,BA,1,011,594.0,-117.147,246.2001,L,-105.0165,246.7677,5.28522,75.58452748260008,50.852670258855305,-104.4249,243.2247,30.51436080227399,8.074604634290885,4.554382209294604,-113.8832,264.0743,-113.5916,264.044,259.34928828408545,183.28065915625257,13.065405985655408,0.4281723635083239,18.968680839068025,5.9,Home1A,0
1883_003_Vis1AB_Home1A,23,6.0,23,733798,LF,Fielded,0,729398,BA,1,000,4944.0,-133.9185,258.3741,L,-129.0966,287.7489,4.81563,74.464788062633,29.980699149171866,-128.3259,288.1395,46.04440428788322,19.60513014491219,8.854693132285323,-127.897,250.0804,-122.857,290.4614,148.26648084658387,22.937090170455576,30.28623799549888,0.6577615339779481,8.854693132285323,4.4,Home1A,0
1883_003_Vis1AB_Home1A,28,7.0,28,829998,CF,Fielded,0,825848,BA,1,000,7377.0,0.9507,310.1889,L,50.235,281.3757,5.84064,79.00630561317328,26.44032290738749,55.8171,280.5339,65.54525224860063,21.07835524894745,13.241465100727211,12.4921,317.3549,13.3897,317.048,69.35224094801055,8.211630107832548,62.36778714977788,0.9515225742549402,18.26644643544139,4.15,Home1A,0
1883_003_Vis1AB_Home1A,33,9.0,33,1047148,RF,Fielded,0,1044348,BA,2,000,537.0,129.0606,246.3129,R,134.3634,225.3405,5.06517,87.09292976830791,15.8144682541928,138.6282,225.6204,26.942802906988856,21.668134206729903,7.281838623510745,127.8673,253.2413,128.3098,244.829,339.5746312228472,314.7118743026244,22.797335941069974,0.8461382440338618,18.625452492606332,2.8,Home1A,1
1883_003_Vis1AB_Home1A,47,12.0,47,1429298,RF,Fielded,1,1425848,BA,2,000,7464.0,133.185,251.5122,L,85.2192,233.3664,-0.950082,78.22769489609583,13.279355958673984,67.8114,206.9835,84.48310065672149,28.893426588093025,12.609418008466204,97.2121,249.2564,77.5657,232.4321,265.6453429004147,38.351011935202,79.09812071503343,0.9362596791567968,12.609418008466204,3.45,Home1A,0
1883_003_Vis1AB_Home1A,76,20.0,76,2436098,CF,Fielded,0,2430848,BA,3,100,7377.0,4.8207,302.5743,L,-59.0997,346.278,6.77994,82.24246313172235,33.46982709552713,-56.8968,349.4331,131.41808013974966,37.69627148691893,9.592560594142832,-68.8628,376.5335,-7.9847,293.3242,275.7480180823934,42.56733394844423,77.49062487611003,0.5896496493763012,18.26644643544139,5.25,Home1A,0
1883_003_Vis1AB_Home1A,88,22.0,88,2982048,RF,Fielded,0,2977498,BA,4,000,537.0,118.5306,249.2679,R,89.0412,221.7264,5.6487,58.69264161252461,23.34025463680292,85.8327,218.4324,47.52606665741632,15.361874885517178,8.641103028621162,118.9274,255.9017,118.4228,255.4781,37.11686068327003,277.29644751113403,44.94419567263385,0.9456746335985796,18.625452492606332,4.55,Home1A,1
1883_003_Vis1AB_Home1A,103,25.0,103,3346598,RF,Fielded,0,3342748,BA,4,110,537.0,124.0614,234.5697,R,152.8914,258.3555,4.28097,72.89490552450388,25.8343948822258,148.1475,240.4989,64.33768622489545,58.28349135078515,6.7723880236744565,149.5637,263.5466,149.5085,230.1448,40.085614089186834,61.66970784506606,24.80515321158085,0.3855462430662063,18.625452492606332,3.85,Home1A,1
1883_003_Vis1AB_Home1A,110,,110,3740048,CF,Fielded,0,3736348,BA,0,000,,-3.4737,292.185,R,36.1023,331.308,5.06193,94.44261494686228,18.294460881891723,40.5789,341.3523,70.32193875563433,40.34294436438858,15.122997581858035,6.4294,284.6803,33.6157,322.4575,85.48902350291183,52.289446583120366,66.01556601325176,0.9387620304760506,12.877761,3.7,Home1A,1
1883_003_Vis1AB_Home1A,120,,120,4134898,RF,Fielded,0,4128948,BA,0,000,,131.7234,248.7141,L,153.2544,307.245,5.39022,86.99856099646317,41.3277482413224,152.7342,307.0047,64.43114819851493,16.56846088198876,9.616589283361323,131.3143,241.8604,130.9045,241.2367,250.05168672083295,89.77834891327885,61.96166367198351,0.9616725047499876,12.877761,5.95,Home1A,0
1883_003_Vis1AB_Home1A,125,33.0,125,4379798,CF,Fielded,1,4376498,BA,5,000,495.0,14.6109,292.2582,R,70.0386,296.1564,3.59979,84.4869108977799,12.42733928019419,80.0415,281.9028,85.19270666863481,32.31410837378015,9.465856296514962,74.4182,303.3875,79.8509,276.3859,67.43505777357177,10.723020140708345,66.2449826441218,0.7775898340897656,14.898829749440315,3.3,Home1A,1
1883_003_Vis1AB_Home1A,130,36.0,130,4675648,CF,Fielded,0,4671448,BA,5,000,7377.0,-1.2054,315.2028,L,-79.3929,331.005,4.39197,97.7158738644491,21.45167654577192,-87.4185,337.6566,90.41890985542382,28.620416349069004,18.26644643544139,-23.7682,307.0921,-24.8929,307.3327,270.4081202034039,15.009096146509847,89.08912249006609,0.9852930391719608,18.26644643544139,4.2,Home1A,0
1883_003_Vis1AB_Home1A,159,41.0,159,5441248,LF,Fielded,0,5435298,BA,6,000,594.0,-119.8692,250.8687,L,-125.4429,337.794,3.8013,112.47128115537342,41.03258162536912,-113.2839,335.667,109.92317227276294,103.4220445549315,14.55936056593299,-123.2522,244.879,-121.2092,346.4057,286.7090012147918,111.1859209508794,85.05361755375252,0.7737551218290971,18.968680839068025,5.95,Home1A,0
1883_003_Vis1AB_Home1A,185,48.0,185,6260948,RF,Fielded,0,6255298,BA,7,000,537.0,134.7408,248.0145,R,188.6976,174.6621,4.4013,69.5926915275473,52.233695858892055,186.9324,168.9561,97.22068782144947,21.338882539000387,15.072974856038517,134.6899,254.3429,181.6237,163.9822,15.841622176768963,17.348288602238824,94.73222113473324,0.9744039386834372,18.625452492606332,5.65,Home1A,1
1883_003_Vis4AB_Home4A,12,4.0,12,425148,LF,Fielded,0,418748,BA,1,000,7167.0,-117.6417,241.8402,R,-170.0157,214.26,7.33641,85.13307214449424,54.39775169180258,-171.0825,214.3824,63.98211218476541,25.072782454281302,8.886404470106218,-127.1455,249.1061,-117.0217,250.2638,264.81311752864553,32.88407673478889,60.08202630970432,0.9390441212100258,8.886404470106218,6.4,Home4A,1
1883_003_Vis4AB_Home4A,27,9.0,27,867298,RF,Fielded,0,861348,BA,1,010,4671.0,113.6547,254.2077,R,137.3838,190.293,4.55412,84.53123036028089,53.03980347219929,138.1992,188.5485,71.42126490750722,31.33256069972228,10.740039835715642,113.5627,257.56370000000004,134.5465,187.4407,355.30937242588953,334.8740286619879,70.09681180260625,0.9814557596170248,17.32606527737666,5.95,Home4A,1
1883_003_Vis4AB_Home4A,70,20.0,70,2462298,LF,Fielded,0,2456748,BA,3,010,7167.0,-105.6444,243.8607,L,-157.8489,240.192,6.21957,73.85461751979608,48.85310064532463,-153.6519,234.8397,65.29312390773163,28.21957427025091,6.370060869046215,-141.3578,228.3346,-154.1702,226.6777,288.0663586346399,7.595604094430712,48.84770718518936,0.7481294240756201,8.886404470106218,5.55,Home4A,0
1883_003_Vis4AB_Home4A,80,22.0,80,2720248,CF,Fielded,0,2715998,BA,3,010,5612.0,-8.0934,316.401,R,-42.03,246.6066,2.484741,75.6193701030377,31.861663979349924,-44.7672,237.9171,89.59410110391441,29.071079855998654,17.918820220783854,-17.6638,316.0154,-18.1681,315.2144,284.74356283647046,49.85450720638289,86.62961483032232,0.9669120373209196,17.918820220783854,4.25,Home4A,1
1883_003_Vis4AB_Home4A,109,,109,3723748,CF,Fielded,0,3719398,BA,0,000,,-8.4723,318.6894,L,-5.00496,355.152,5.24166,93.4606952544236,23.430042734916753,-7.5003,359.0535,42.25938785313829,29.568665373899755,8.126805356371277,-9.9467,312.946,-5.8096,360.2498,233.1988959296776,53.77741280930434,40.37580157482945,0.955427980053692,12.877761,4.35,Home4A,0
1883_003_Vis4AB_Home4A,141,35.0,141,4823948,CF,Fielded,0,4819948,BA,5,000,5612.0,-9.9918,316.1652,L,-22.17498,364.317,5.98932,98.68042324157288,20.3295356146327,-28.1289,389.793,80.52696819310447,21.913754585054107,7.972967147833285,-25.451,386.3534,-9.709,313.3546,341.620651139745,147.01051943825323,75.82880276814343,0.9416572419106256,17.918820220783854,4.0,Home4A,0
1883_003_Vis4AB_Home4A,155,39.0,155,5499948,CF,Ball Deflection,0,5497348,BA,6,000,,-21.3489,289.5933,L,-27.16938,252.7551,-0.411981,83.26278438018267,13.949688129898792,-29.4177,217.4412,88.29452425839399,26.491492143608426,9.055848641887149,-25.3001,231.7342,-30.8531,230.6536,217.4617395265067,135.1457873026279,72.60186683446919,0.8222691887664492,12.877761,2.6,Home4A,0
1883_003_Vis4AB_Home4A,244,61.0,244,8810798,CF,Ball Deflection,0,8807348,BA,8,000,,-24.3564,307.1505,L,-45.303,348.249,6.0801,97.57677113150508,15.868795590937768,-60.6159,371.6007,94.58863681810078,22.873405518531797,9.801931276487558,-60.5351,379.925,-25.1041,301.8571,204.6670717299697,4.69199755157112,73.94984530267794,0.7818047472751681,12.877761,3.45,Home4A,0
1883_003_Vis4AB_Home4A,253,63.0,253,9096448,RF,Fielded,1,9092098,BA,8,000,,119.7204,281.9496,L,62.4576,344.598,2.401827,88.36872558587271,18.668801229759374,64.4463,350.574,115.4505043671234,47.6353524170964,10.891557015764786,59.338,360.9869,111.7331,279.1417,242.13599008481853,23.2822370258786,88.11659552076445,0.7632413214979183,12.877761,4.35,Home4A,0
1883_003_Vis4AB_Home4A,261,65.0,261,9480098,RF,Fielded,0,9476348,BA,8,000,,116.4687,281.2032,L,143.2854,306.204,5.12544,96.7670608440907,20.665274400002016,127.0017,282.4452,72.85361183532157,19.120410037026975,7.285361183532842,144.812,315.9179,144.6806,315.8405,187.67761085380488,91.8459127487867,10.605972515521623,0.1455792272797041,12.877761,3.75,Home4A,0
1883_003_Vis4AB_Home4A,291,71.0,291,10540498,RF,Fielded,0,10534848,BA,8,000,4671.0,120.2277,262.5192,L,114.6414,250.8924,5.49399,86.3571311171005,43.5509139992941,114.9801,251.2263,18.13474067271264,3.9733321029660327,2.8335532301114217,117.8014,249.178,117.6292,249.0904,342.7223061632585,8.84498577516888,12.45258592301214,0.6866701954966226,17.32606527737666,5.65,Home4A,0
