game_str,play_id,at_bat,play_per_game,end_time,player_position,event_code,almost_caught,start_time,player_position_hit,inning,game_state,player_id,field_x,field_y,handedness,ball_position_x,ball_position_y,ball_position_z,exit_velocity,launch_angle,field_end_x,field_end_y,actual_distance,max_speed,mean_speed,p1_x,p1_y,p2_x,p2_y,initial_angle,spray_angle,straight_line,route_efficiency,max_player_speed,actual_time,league,handedness_encode,p1_y_pred,p2_y_pred,expected_distance,n_route_efficiency,route_chng
1883_001_Vis1AB_Home1A,170,48.0,170,5740615,RF,Fielded,0,5737115,BA,7,000,537.0,117.3255,244.2828,R,163.4574,235.1976,2.899716,80.92492361318442,19.547645234115315,159.7221,214.2771,70.88087160705417,38.56628434253359,9.326430474610456,159.5031528533847,212.50320884060503,164.93585285338472,223.16250884060503,238.9575139305982,36.700837441817086,51.940482516530416,0.7327856068767814,18.625452492606332,3.5,Home1A,1,242.98383,238.72693,65.67428368124716,0.9265445273490563,0.19375892047227494
1883_001_Vis1AB_Home1A,196,55.0,196,6747065,LF,Fielded,0,6741315,BA,8,000,492.0,-143.9094,227.6877,L,-94.9578,140.4615,4.99782,92.8189573524962,60.25337968401899,-94.0593,137.9253,104.1278349595306,26.266059316063956,16.269974212426312,-143.1795187562398,218.98866197983617,-98.6216812437602,144.91073802016388,179.56310694640797,-34.292356186964476,102.67580495798416,0.9860553136237704,18.278859074000547,5.75,Home1A,0,221.72096,192.61075,105.01042510328251,1.008476025109856,0.022420711486085487
1883_001_Vis1AB_Home1A,264,70.0,264,9109565,RF,Fielded,1,9106315,BA,9,000,537.0,119.9517,249.7647,R,85.7793,224.148,5.37834,71.14660632912346,19.28823907897198,75.0846,201.8577,73.31561019354905,18.62304894438232,8.284249739384094,115.59651865517144,246.1049188850976,75.47978134482855,202.9218811149024,153.9078527280106,20.403589203430712,65.63640233445159,0.8952582152856017,18.625452492606332,3.25,Home1A,1,252.2592,236.83513,71.77072083053356,0.9789282342609293,0.08367001897532766
1883_001_Vis4AB_Home4A,21,4.0,21,577802,CF,Fielded,0,572752,BA,1,000,5612.0,-5.6403,316.0569,R,-80.0445,329.592,6.32952,107.0753334230549,32.05333062785424,-83.6832,329.826,85.41425124690996,44.01230464307369,14.726595042570198,-5.289940857906896,315.85345107261674,-58.2258408579069,339.09604892738326,51.98023772562152,-14.23662860661317,79.24823250533731,0.92781042213028,17.918820220783854,5.05,Home4A,1,316.0585,347.53793,83.16252000179335,0.9736375228694865,0.04582710073920648
1883_001_Vis4AB_Home4A,31,6.0,31,772202,RF,Fielded,1,768352,BA,1,000,4671.0,137.8608,251.433,R,169.5819,199.1838,1.791099,72.6609962694123,18.897158013045388,158.6985,182.0589,86.97358514556456,22.43486652509076,9.05974845266284,138.46839173998086,249.5401704827078,168.78260826001917,185.93712951729225,200.89273958593725,41.078261406670705,72.43600963678217,0.8328506812217599,17.32606527737666,3.85,Home4A,1,244.16553,206.46405,74.86206592193832,0.8607448548504052,0.027894173628645325
1883_001_Vis4AB_Home4A,35,7.0,35,898352,RF,Fielded,0,893352,BA,1,100,4671.0,133.9539,246.4344,R,170.7006,155.3352,5.27502,67.56634957697584,43.9331379108391,172.1592,150.9408,103.95639166426326,49.512227217055205,17.32606527737666,140.89481163264009,235.50842949549025,165.2206883673599,169.7087705045098,204.13820786599297,48.757293663488234,102.85267419493768,0.9893828801514184,17.32606527737666,5.0,Home4A,1,242.80954,188.52843,103.4142513615754,0.994784925736565,0.005402045585146564
1883_001_Vis4AB_Home4A,47,10.0,47,1298852,CF,Fielded,0,1292502,BA,2,000,624.0,-18.4935,297.4281,L,-58.5354,255.2622,6.6996,91.34320097247716,49.847528247432216,-58.3056,253.6452,67.38103153071476,14.831758493192568,9.62586164724487,-44.03953496411523,291.82773945830246,-44.50603496411523,291.51093945830246,92.21713457460204,-12.945728251400388,59.177239195656966,0.8782477479389996,18.393649908215824,6.35,Home4A,0,296.94183,276.8164,63.43847586775839,0.9414886419309385,0.06324089399193888
1883_001_Vis4AB_Home4A,74,18.0,74,2333452,CF,Fielded,0,2328302,BA,3,000,624.0,33.5955,298.2447,R,23.16291,216.5868,4.377,79.28339867627136,46.723364959463865,24.0975,209.4021,90.73658393011314,47.996538625022126,15.249846038674155,27.77924900939389,288.64574789915963,20.784749009393888,238.69784789915963,159.569059789856,6.564586884079409,89.34886445142996,0.9847060643174308,18.393649908215824,5.15,Home4A,1,296.56366,280.368,91.69200338598017,1.0105295947288793,0.02582353041144847
1883_001_Vis4AB_Home4A,142,35.0,142,4729752,CF,Fielded,0,4725402,BA,5,000,5612.0,-11.1774,317.4531,L,24.56907,368.061,3.52242,101.66895934286518,22.50659998160568,27.2814,366.9174,66.49519879813101,36.11224601143656,13.038274274139116,-12.021100589505975,321.6449420836174,23.309299410494024,365.44205791638257,71.65160996664557,4.252287073826858,62.656175050269376,0.9422661512823458,17.918820220783854,4.35,Home4A,0,319.20682,344.76923,62.48791289617414,0.9397357106319455,-0.002530440650400312
1883_001_Vis4AB_Home4A,188,44.0,188,6076902,LF,Fielded,0,6070302,BA,6,000,3269.0,-114.4305,239.7933,L,-71.7198,191.9043,4.2978,101.04530346144676,57.79612544317756,-69.552,189.5889,70.5599965431017,16.94337534253162,9.59999952967346,-106.24408016466154,238.56777125603864,-79.25548016466153,194.79932874396135,292.5826493947087,-20.145911714346475,67.33915311028197,0.9543531237157548,12.343718253510248,6.6,Home4A,0,240.09746,206.38426,68.19982779524783,0.9665508947918929,0.012197771076138175
1883_001_Vis4AB_Home4A,219,52.0,220,7477752,LF,Fielded,0,7473902,BA,7,000,3269.0,-117.1722,239.9844,L,-136.5123,261.474,5.68998,83.25302744907376,23.543653213512556,-145.2804,263.703,46.89171874276611,12.759597799257367,5.359053570601799,-115.91128197858954,239.45227255073635,-146.34841802141045,266.2640274492636,245.60669266308832,-28.851438534760753,36.7782937777162,0.7843238585361069,12.343718253510248,3.85,Home4A,0,240.20721,255.93933,37.41215497660142,0.7978414095212264,0.01351755098511953
1883_001_Vis4AB_Home4A,224,54.0,225,7779802,CF,Fielded,0,7774952,BA,8,000,624.0,-18.39,297.7566,L,46.9539,363.294,3.01662,87.66022438298073,26.77106446278488,48.6996,364.0143,95.47132069433816,26.788588988987723,17.845106671838025,-10.087921563960537,301.856628871695,-9.295321563960536,302.492028871695,293.69938008043385,7.6200602135127955,94.2926149677163,0.9876538240169986,18.393649908215824,4.85,Home4A,0,299.877,312.1844,94.65669787441956,0.9914673557043722,0.003813531687373528
1883_001_Vis4AB_Home4A,229,55.0,230,7915252,LF,Fielded,0,7908552,BA,8,000,467.0,-97.5384,256.4514,R,-144.6225,183.93,6.57681,103.24857873326268,56.4442120248415,-143.9589,181.9053,92.97403000299758,18.997259275942156,12.31444105999955,-103.03230579928127,251.09866742007617,-146.63669420071872,190.31473257992383,136.4817519922074,-38.35790696864026,87.81790162296066,0.9445422729350262,17.119025178339896,6.7,Home4A,1,238.44357,211.32692,90.719881660835,0.9757550754539746,0.031212802518948313
1883_001_Vis4AB_Home4A,253,61.0,254,9007802,CF,Fielded,0,9002602,BA,8,000,5612.0,-15.0906,306.8643,L,-48.3696,264.3864,5.47374,72.3632835873736,43.118688711073794,-49.1817,263.7873,59.519164995271616,15.88045855784254,10.003221007607792,-18.957444723646663,305.3616630899298,-19.263144723646665,305.0124630899298,56.10613562444814,-10.561224156847109,54.93478887016859,0.9229764711002376,17.918820220783854,5.2,Home4A,0,299.23233,277.8743,55.95216006446874,0.9400696409116921,0.01709316981145448
1883_002_Vis1AB_Home1A,22,4.0,22,517712,CF,Fielded,0,512462,BA,1,000,,-12.5961,314.958,R,-17.7747,370.656,6.6774,104.60685337015045,30.311170229130397,-16.2636,368.076,56.101233394796814,17.204887793895704,9.12215177151169,-11.74149848074854,314.2254297941415,-11.52759848074854,359.5295702058585,1.273030020054918,-2.5299936018759186,53.24445962022715,0.9490782358657622,12.877761,5.25,Home1A,1,316.383,347.8729,53.44892925129077,0.9527228906922386,0.0036446548264763567
1883_002_Vis1AB_Home1A,54,0.0,54,1533412,RF,Fielded,0,1527562,BA,0,000,,134.3709,231.8226,R,82.4331,279.2604,5.1261,79.12326515078593,45.931309971443184,83.9256,277.9857,73.67118351759423,17.380964415145616,11.601761183873052,134.98205146613657,230.3537540593097,106.85555146613656,273.56284594069035,55.9148590894018,16.799389672696325,68.37952978560179,0.9281720005118598,12.877761,5.85,Home1A,1,237.34985,240.17082,69.68347740230367,0.94587156164882,0.01769956113696025
1883_002_Vis4AB_Home4A,31,7.0,31,906386,CF,Fielded,0,900886,BA,1,100,2175.0,23.7225,308.9652,R,49.0899,229.2876,2.22876,70.3949396219526,50.19375823935775,51.5304,223.7784,100.20690473692396,44.18143868191284,10.603905263166844,40.219141640480046,256.63665608495177,50.483041640480046,224.2597560849518,273.8010876809641,12.967686728153565,89.61065894551828,0.8942563307466258,10.603905263166844,5.5,Home4A,1,295.4686,260.39566,91.72329638434266,0.91533908391988,0.021082753173254143
1883_002_Vis4AB_Home4A,43,10.0,43,1405886,CF,Fielded,0,1399986,BA,2,000,624.0,23.166,309.2241,L,17.18655,236.0007,-1.897317,80.81998146920084,50.00964924711708,16.3113,229.077,90.97277610087362,45.36160790805065,13.089608072069131,23.137350857135377,265.8274497048059,25.366650857135376,310.1425497048059,160.47744198722506,4.072840102447484,80.4396951169011,0.884217219310829,18.393649908215824,5.9,Home4A,0,300.71353,278.84338,84.13671439494756,0.9248559624217029,0.0406387431108739
1883_002_Vis4AB_Home4A,85,21.0,85,2814736,CF,Fielded,1,2811586,BA,3,000,624.0,-10.7028,306.5184,R,23.7783,302.964,0.400725,90.631288166765,12.6033116576518,32.223,292.4163,51.60409818584841,17.928366462215937,6.532164327322571,-11.0715152700106,307.13730135927756,30.9441152700106,290.32169864072245,228.9116719005356,6.288373332230562,45.18288979304002,0.8755678595586949,18.393649908215824,3.15,Home4A,1,300.48828,284.02115,48.613965774086395,0.9420562994630142,0.0664884399043193
1883_002_Vis4AB_Home4A,90,23.0,90,3045936,CF,Fielded,0,3040186,BA,3,000,2175.0,16.1196,307.0428,R,-8.86104,251.7348,0.563841,81.75742939039817,46.61536793237583,-9.441,250.8045,64.66837582095613,23.575881319815977,9.79823876075166,14.054781590641316,302.7857521448999,-6.878181590641316,267.4370521448999,318.8849014120856,-2.155759466124114,61.77451464196219,0.9552507521295104,10.603905263166844,5.75,Home4A,1,303.76328,284.48694,63.02683676378236,0.9746160463080346,0.019365294178524173
1883_002_Vis4AB_Home4A,149,38.0,149,4994636,RF,Fielded,0,4990786,BA,4,000,4671.0,128.0166,243.3333,R,90.2532,297.8889,-2.02008,77.70431902738652,23.711107436708375,89.4951,297.972,68.60252519653729,38.96601827219378,14.913592434031456,122.67485409367325,246.80576233469768,93.17945409367324,291.54236233469766,72.04715874660289,16.717500817033216,66.85277481107272,0.9744943734876848,17.32606527737666,3.85,Home4A,1,248.34248,261.4809,69.97736074159252,1.0200405967727355,0.04554622328505076
1883_002_Vis4AB_Home4A,151,,151,5161236,RF,Fielded,0,5157986,BA,0,000,,128.6634,222.795,R,82.8708,240.2676,6.6702,70.92711415791277,21.093225461762287,76.7949,243.2127,57.52867767051675,22.077146554671668,14.382169417629052,128.41716113586995,221.84711360012187,128.84136113586996,221.47241360012188,60.63091445236114,17.523616726954547,55.7424772102927,0.968951129548742,12.877761,3.25,Home4A,1,230.01167,222.62999,56.873984577055595,0.9886197089873894,0.019668579438647416
1883_002_Vis4AB_Home4A,171,42.0,171,5616836,LF,Fielded,1,5613786,BA,5,000,782.0,-116.0529,269.4666,R,-104.6076,242.9358,-1.054386,85.8509395997258,11.726865923941132,-97.4955,227.8899,60.35557239494473,36.29967768438742,7.591895898735221,-115.909773115307,268.6333249765374,-97.275926884693,222.8878750234626,212.3916419709122,-23.162131804629592,45.530199622338586,0.7543661308421641,11.783948260527534,3.05,Home4A,1,267.98465,257.76773,47.81705352722386,0.7922558204622201,0.03788968962005601
1883_002_Vis4AB_Home4A,185,45.0,185,6068386,RF,Fielded,0,6065136,BA,5,000,4671.0,128.0838,264.7119,L,92.5167,225.762,-1.254591,67.72429843090345,21.57534332262905,82.4274,216.6906,67.52519100857253,25.402061334048728,15.174200226643922,126.3260422549017,262.00061978613905,126.01284225490168,261.465419786139,132.96318563242895,20.826421179479627,66.26124142098458,0.9812818065567932,17.32606527737666,3.25,Home4A,0,259.69806,241.86798,68.53134211371037,1.0149003814740798,0.03361857491728659
1883_002_Vis4AB_Home4A,218,53.0,218,7247386,RF,Fielded,0,7242386,BA,6,000,4671.0,121.9281,246.0777,R,59.8836,224.4954,2.820513,74.05394714507521,44.49334506528619,59.1744,227.5635,66.74932305374905,22.43949945957645,11.814039478539357,118.76593022694765,246.42710122485397,70.49776977305235,226.976498775146,100.12922165403523,14.576076934203424,65.42784166797802,0.9802023252774124,17.32606527737666,5.0,Home4A,1,251.2129,247.66202,69.69779301444629,1.0441722825911361,0.06396995731372379
1883_002_Vis4AB_Home4A,219,54.0,219,7425336,CF,Fielded,0,7419836,BA,7,000,624.0,25.9032,292.6803,R,-11.53704,381.945,-0.991287,98.29385316165263,31.16903394512196,-18.2079,380.4465,104.62880130324127,48.367792300072466,16.348250203624687,19.947207705288392,299.59172779233194,-1.4445922947116083,367.8227722076681,37.992493203335414,-2.740044663337365,98.22777105101189,0.9388215274140668,18.393649908215824,5.5,Home4A,1,296.9341,317.9669,99.98741858532576,0.9556395307974179,0.016818003383351154
1883_002_Vis4AB_Home4A,242,58.0,242,8177136,LF,Fielded,1,8173536,BA,7,000,3269.0,-102.5328,278.8701,R,-53.2821,294.4707,2.855781,85.12090709288512,18.96010789604198,-41.7183,292.6152,79.71919472765948,22.2345412364723,8.760351068973398,-46.26980543539775,296.64380840422547,-34.40870543539775,294.1331084042255,265.8417791908796,-8.114007639453636,62.348465773104635,0.7821010483874359,12.343718253510248,3.6,Home4A,1,287.56137,292.98874,66.32044888169469,0.831925725143885,0.04982467675644908
1883_002_Vis4AB_Home4A,253,60.0,253,8540536,RF,Fielded,0,8534036,BA,7,000,4671.0,124.2174,237.4122,R,38.8203,206.9832,-1.981716,86.56602274331138,61.61616496306307,37.9758,202.005,102.3512514825658,31.786675510808024,14.117413997602128,110.87231616544145,242.65129728405984,49.964583834558546,195.65800271594017,78.227541351274,10.647015403794876,93.22705284626348,0.9108540588987668,17.32606527737666,6.5,Home4A,1,245.85703,204.12512,95.4569764173334,0.9326410281714361,0.02178696927266932
1883_002_Vis4AB_Home4A,265,63.0,265,9151836,LF,Fielded,0,9146636,BA,7,000,3269.0,-117.9024,245.9043,R,-119.8818,163.3713,3.13794,69.05682605012422,50.0118967079706,-115.7928,146.3325,103.68723332944468,42.60666243738028,12.343718253510248,-118.9513957613654,189.14575520343232,-121.2295957613654,165.15205520343233,154.81997345784987,-38.35454277563052,99.59414524659567,0.960524666813666,12.343718253510248,5.2,Home4A,1,239.9901,213.32268,99.86718065337938,0.9631579264543796,0.002633259640713592
1883_002_Vis4AB_Home4A,291,70.0,295,10218886,LF,Ball Deflection,0,10213236,BA,8,000,3269.0,-114.6462,262.2441,R,-34.4535,259.443,0.528996,74.12592626872316,49.852553766485585,-31.9635,250.4301,91.25654232123829,29.33642064098899,8.22131011902765,-102.52012910908071,271.66727019569197,-45.69727089091926,250.78242980430804,246.14014225790083,-7.27358669284922,83.5224489301529,0.915248888525054,12.343718253510248,5.65,Home4A,1,266.91684,258.30753,84.38039008643067,0.9246503093377961,0.00940142081274209
1883_002_Vis4AB_Home4A,314,76.0,318,13631336,RF,Fielded,0,13627786,BA,9,000,383.0,133.1247,212.9385,R,108.3786,264.3534,6.63585,85.75202102038511,20.625544504049895,110.2461,277.5198,80.7124932508269,22.56728339908983,9.666166856385894,134.17559933280435,211.0489592246801,109.12410066719563,276.90884077531996,56.110800572092074,21.665692715083523,68.51404708269682,0.8488654522141762,15.11932622833582,3.55,Home4A,1,231.21448,249.24763,68.7987049469784,0.8523922651376349,0.0035268129234586887
1883_002_Vis4AB_Home4A,319,77.0,323,13755486,CF,Fielded,0,13751336,BA,9,000,624.0,-24.3312,289.6704,L,20.61015,331.569,-1.535688,89.50887198415025,22.635010070159513,27.0864,338.1048,72.65110999397254,42.33486818276556,13.971367306535672,-16.29591946236788,293.5778327308169,0.9294805376321188,312.1544327308169,261.85120966971476,4.5803224865326735,70.63753034414499,0.9722842548449072,18.393649908215824,4.15,Home4A,0,294.46783,305.5589,70.71568289852857,0.9733599790064523,0.0010757241615451107
1883_003_Vis1AB_Home1A,22,5.0,22,550098,LF,Fielded,0,544198,BA,1,011,594.0,-117.147,246.2001,L,-105.0165,246.7677,5.28522,75.58452748260008,50.852670258855305,-104.4249,243.2247,30.51436080227399,8.074604634290885,4.554382209294604,-114.4360301607526,257.1600870105693,-114.1444301607526,257.1297870105693,79.34928828408547,-23.235545669480665,13.065405985655408,0.4281723635083239,18.968680839068025,5.9,Home1A,0,249.27997,236.51443,15.605577609555196,0.5114174834162751,0.08324511990795125
1883_003_Vis1AB_Home1A,23,6.0,23,733798,LF,Fielded,0,729398,BA,1,000,4944.0,-133.9185,258.3741,L,-129.0966,287.7489,4.81563,74.464788062633,29.980699149171866,-128.3259,288.1395,46.04440428788322,19.60513014491219,8.854693132285323,-127.50132134434882,257.0798459419338,-122.46132134434885,283.4619540580662,328.2664808465839,-24.006294089828287,30.28623799549888,0.6577615339779481,8.854693132285323,4.4,Home1A,0,261.66235,270.5271,34.41586051288118,0.7474493599201122,0.08968782594216407
1883_003_Vis1AB_Home1A,28,7.0,28,829998,CF,Fielded,0,825848,BA,1,000,7377.0,0.9507,310.1889,L,50.235,281.3757,5.84064,79.00630561317328,26.44032290738749,55.8171,280.5339,65.54525224860063,21.07835524894745,13.241465100727211,11.88936375315069,309.58766200304206,12.786963753150689,309.28076200304207,249.35224094801055,11.25303295930019,62.36778714977788,0.9515225742549402,18.26644643544139,4.15,Home1A,0,308.74393,311.3332,62.79446762696856,0.9580322826251569,0.006509708370216694
1883_003_Vis1AB_Home1A,33,9.0,33,1047148,RF,Fielded,0,1044348,BA,2,000,537.0,129.0606,246.3129,R,134.3634,225.3405,5.06517,87.09292976830791,15.8144682541928,138.6282,225.6204,26.942802906988856,21.668134206729903,7.281838623510745,127.72283578931692,237.75498259228644,127.28033578931692,246.16728259228643,159.5746312228472,31.56786104090556,22.797335941069974,0.8461382440338618,18.625452492606332,2.8,Home1A,1,248.19237,240.92635,24.365435836586464,0.9043393117152695,0.05820106768140765
1883_003_Vis1AB_Home1A,47,12.0,47,1429298,RF,Fielded,1,1425848,BA,2,000,7464.0,133.185,251.5122,L,85.2192,233.3664,-0.950082,78.22769489609583,13.279355958673984,67.8114,206.9835,84.48310065672149,28.893426588093025,12.609418008466204,96.54651723615652,242.6973391341279,76.90011723615652,225.87303913412788,85.6453429004147,18.139697139899663,79.09812071503343,0.9362596791567968,12.609418008466204,3.45,Home1A,0,253.22876,244.0413,89.05017043384953,1.0540589744176805,0.11779929526088373
1883_003_Vis1AB_Home1A,76,20.0,76,2436098,CF,Fielded,0,2430848,BA,3,100,7377.0,4.8207,302.5743,L,-59.0997,346.278,6.77994,82.24246313172235,33.46982709552713,-56.8968,349.4331,131.41808013974966,37.69627148691893,9.592560594142832,-8.539361106804135,300.1226772430084,-69.41746110680413,369.7350227569916,95.7480180823934,-9.24808415800766,77.49062487611003,0.5896496493763012,18.26644643544139,5.25,Home1A,0,304.8699,318.81952,88.41412621097521,0.6727698815639054,0.08312023218760423
1883_003_Vis1AB_Home1A,88,22.0,88,2982048,RF,Fielded,0,2977498,BA,4,000,537.0,118.5306,249.2679,R,89.0412,221.7264,5.6487,58.69264161252461,23.34025463680292,85.8327,218.4324,47.52606665741632,15.361874885517178,8.641103028621162,119.05771267778955,248.85784687968572,119.56231267778956,249.28144687968572,217.1168606832701,21.452274370821055,44.94419567263385,0.9456746335985796,18.625452492606332,4.55,Home1A,1,250.24037,229.59087,48.49183622769644,1.0203208394509418,0.07464620585236215
1883_003_Vis1AB_Home1A,103,25.0,103,3346598,RF,Fielded,0,3342748,BA,4,110,537.0,124.0614,234.5697,R,152.8914,258.3555,4.28097,72.89490552450388,25.8343948822258,148.1475,240.4989,64.33768622489545,58.28349135078515,6.7723880236744565,150.07106868534532,237.13861562294335,150.12626868534534,256.55278437705664,220.08561408918683,31.63309997585324,24.80515321158085,0.3855462430662063,18.625452492606332,3.85,Home1A,1,229.51428,232.67712,32.43399777447076,0.504121296204159,0.11857505313795275
1883_003_Vis1AB_Home1A,110,,110,3740048,CF,Fielded,0,3736348,BA,0,000,,-3.4737,292.185,R,36.1023,331.308,5.06193,94.44261494686228,18.294460881891723,40.5789,341.3523,70.32193875563433,40.34294436438858,15.122997581858035,6.071985827018011,292.5095363765405,33.25828582701801,330.2867363765405,265.48902350291183,6.779329054652656,66.01556601325176,0.9387620304760506,12.877761,3.7,Home1A,1,295.03384,306.83798,69.38832474957422,0.9867237163454157,0.04796168586936511
1883_003_Vis1AB_Home1A,120,,120,4134898,RF,Fielded,0,4128948,BA,0,000,,131.7234,248.7141,L,153.2544,307.245,5.39022,86.99856099646317,41.3277482413224,152.7342,307.0047,64.43114819851493,16.56846088198876,9.616589283361323,131.0004349353935,248.9973693231771,130.59063493539352,248.37366932317715,70.05168672083298,26.4502495820329,61.96166367198351,0.9616725047499876,12.877761,5.95,Home1A,0,251.31552,256.3881,61.99372677727537,0.9621701383664657,0.0004976336164781436
1883_003_Vis1AB_Home1A,125,33.0,125,4379798,CF,Fielded,1,4376498,BA,5,000,495.0,14.6109,292.2582,R,70.0386,296.1564,3.59979,84.4869108977799,12.42733928019419,80.0415,281.9028,85.19270666863481,32.31410837378015,9.465856296514962,74.96603457276764,296.3109984351867,80.39873457276764,283.46240156481326,247.43505777357177,15.850992616556272,66.2449826441218,0.7775898340897656,14.898829749440315,3.3,Home1A,1,285.03912,266.55457,75.32631522357596,0.8841873696602325,0.10659753557046692
